444,Federico Chiesa,it ITA,"FW,MF",Liverpool,eng Premier League,28-072,1997,15,1,240,2.7,2,1,3,2,0,0,2,0,1.2,1.2,1.3,2.5,8,11,27,0.75,0.37,1.13,0.75,1.13,0.46,0.47,0.94,0.46,0.94,Matches
445,Ben Chilwell,eng ENG,DF,Strasbourg,fr Ligue 1,29-015,1996,11,10,862,9.6,0,1,1,0,0,0,3,0,0,0,0.3,0.3,9,32,15,0,0.1,0.1,0,0.1,0,0.03,0.03,0,0.03,Matches
446,Tawanda Chirewa,zw ZIM,"MF,FW",Wolves,eng Premier League,22-086,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
447,Joris Chotard,fr FRA,MF,Brest,fr Ligue 1,24-103,2001,16,15,"1,347",15,2,0,2,2,0,0,1,0,1.1,1.1,0,1.1,5,69,13,0.13,0,0.13,0.13,0.13,0.07,0,0.08,0.07,0.07,Matches
448,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,29-270,1996,12,3,380,4.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,16,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
449,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,30-317,1995,11,1,296,3.3,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.2,8,25,9,0.3,0,0.3,0.3,0.3,0.35,0.02,0.37,0.35,0.37,Matches
450,Carney Chukwuemeka,eng ENG,"MF,FW",Dortmund,de Bundesliga,22-077,2003,12,5,483,5.4,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1,12,22,39,0.19,0,0.19,0.19,0.19,0.1,0.07,0.18,0.1,0.18,Matches
451,Samuel Chukwueze,ng NGA,FW,Fulham,eng Premier League,26-228,1999,9,3,398,4.4,2,4,6,2,0,0,0,0,1,1,1.7,2.7,19,18,44,0.45,0.9,1.36,0.45,1.36,0.23,0.39,0.61,0.23,0.61,Matches
452,Samuel Chukwueze,ng NGA,FW,Milan,it Serie A,26-228,1999,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,Matches
453,Víctor Chust,es ESP,DF,Elche,es La Liga,25-306,2000,13,10,956,10.6,0,0,0,0,0,0,5,1,0.3,0.3,0.1,0.3,16,50,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
454,Alessandro Circati,au AUS,DF,Parma,it Serie A,22-087,2003,12,12,"1,030",11.4,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,0,26,1,0.09,0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05,Matches
455,Dennis Cirkin,eng ENG,DF,Sunderland,eng Premier League,23-274,2002,3,3,238,2.6,0,0,0,0,0,0,1,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,Matches
456,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,31-295,1994,14,10,962,10.7,0,0,0,0,0,0,3,1,1.3,1.3,0.2,1.5,15,74,7,0,0,0,0,0,0.12,0.02,0.14,0.12,0.14,Matches
457,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,21-339,2004,14,10,710,7.9,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.4,20,45,31,0,0,0,0,0,0.08,0.1,0.18,0.08,0.18,Matches
458,Mamoudou Cissokho,fr FRA,FW,Auxerre,fr Ligue 1,18-016,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
459,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,27-213,1998,12,9,729,8.1,0,0,0,0,0,0,2,0,1.2,1.2,0.4,1.6,24,29,50,0,0,0,0,0,0.15,0.05,0.2,0.15,0.2,Matches
460,Jonathan Clauss,fr FRA,"DF,MF",Nice,fr Ligue 1,33-102,1992,14,13,"1,156",12.8,1,2,3,1,0,0,0,0,0.7,0.7,2.5,3.2,33,71,85,0.08,0.16,0.23,0.08,0.23,0.05,0.19,0.25,0.05,0.25,Matches
461,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,34-275,1991,7,6,418,4.6,0,1,1,0,0,0,0,0,0.5,0.5,1.1,1.6,8,11,30,0,0.22,0.22,0,0.22,0.1,0.25,0.35,0.1,0.35,Matches
462,Saúl Coco,gq EQG,DF,Torino,it Serie A,26-330,1999,15,15,"1,350",15,1,1,2,1,0,0,1,0,0.6,0.6,0.1,0.8,9,31,4,0.07,0.07,0.13,0.07,0.13,0.04,0.01,0.05,0.04,0.05,Matches
463,Séamus Coleman,ie IRL,"DF,FW",Everton,eng Premier League,37-086,1988,3,1,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
464,Maxime Colin,fr FRA,DF,Metz,fr Ligue 1,34-051,1991,11,9,887,9.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,9,32,9,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
465,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,24-250,2001,20,19,"1,727",19.2,1,1,2,1,0,0,4,0,1.5,1.5,1.4,2.8,11,52,5,0.05,0.05,0.1,0.05,0.1,0.08,0.07,0.15,0.08,0.15,Matches
466,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,21-360,2004,13,9,849,9.4,0,1,1,0,0,0,2,0,0,0,0.2,0.2,19,61,9,0,0.11,0.11,0,0.11,0,0.02,0.02,0,0.02,Matches
467,Michele Collocolo,it ITA,MF,Cremonese,it Serie A,26-058,1999,4,4,285,3.2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,3,4,10,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
468,Santiago Colombatto,ar ARG,MF,Oviedo,es La Liga,28-353,1997,14,12,"1,065",11.8,0,1,1,0,0,0,4,0,0.4,0.4,1.4,1.8,5,56,30,0,0.08,0.08,0,0.08,0.04,0.12,0.15,0.04,0.15,Matches
469,Lorenzo Colombo,it ITA,FW,Genoa,it Serie A,23-303,2002,18,12,970,10.8,3,1,4,3,0,1,1,0,4.5,3.7,0.3,4,10,11,72,0.28,0.09,0.37,0.28,0.37,0.42,0.03,0.45,0.35,0.37,Matches
470,Eray Cömert,ch SUI,DF,Valencia,es La Liga,27-335,1998,3,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,Matches
471,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,29-092,1996,16,14,"1,153",12.8,2,2,4,2,0,0,3,0,2.8,2.8,1.2,4,13,64,42,0.16,0.16,0.31,0.16,0.31,0.22,0.09,0.31,0.22,0.31,Matches
472,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,20-319,2005,12,10,825,9.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0,29,0,0,0,0,0,0,0.05,0.01,0.05,0.05,0.05,Matches
473,Francisco Conceição,pt POR,"MF,FW",Juventus,it Serie A,23-022,2002,14,12,935,10.4,2,0,2,2,0,0,1,0,2.8,2.8,0.9,3.7,63,36,80,0.19,0,0.19,0.19,0.19,0.27,0.09,0.36,0.27,0.36,Matches
474,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,29-180,1996,5,2,260,2.9,1,1,2,1,0,0,1,0,1.3,1.3,0.6,1.9,4,4,18,0.35,0.35,0.69,0.35,0.69,0.44,0.21,0.65,0.44,0.65,Matches
475,Lewis Cook,eng ENG,"DF,MF",Bournemouth,eng Premier League,28-336,1997,10,3,411,4.6,0,1,1,0,0,0,0,1,0.1,0.1,0.3,0.3,15,33,9,0,0.22,0.22,0,0.22,0.02,0.06,0.07,0.02,0.07,Matches
476,Copete,es ESP,DF,Valencia,es La Liga,26-087,1999,15,13,"1,229",13.7,0,0,0,0,0,0,4,0,1.4,1.4,0.2,1.6,3,53,3,0,0,0,0,0,0.1,0.01,0.12,0.1,0.12,Matches
477,Diego Coppola,it ITA,DF,Brighton,eng Premier League,22-008,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,Matches
478,Francis Coquelin,fr FRA,MF,Nantes,fr Ligue 1,34-237,1991,5,3,206,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,7,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
479,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,28-041,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
480,Maxwel Cornet,ci CIV,"FW,DF",Genoa,it Serie A,29-100,1996,4,1,77,0.9,0,0,0,0,0,1,0,0,1.5,0.7,0.2,0.9,2,1,9,0,0,0,0,0,1.76,0.2,1.95,0.84,1.03,Matches
481,Félix Correia,pt POR,"FW,MF",Lille,fr Ligue 1,24-348,2001,17,13,"1,069",11.9,3,4,7,3,0,0,1,0,2.3,2.3,3.5,5.8,31,69,117,0.25,0.34,0.59,0.25,0.59,0.2,0.29,0.49,0.2,0.49,Matches
482,Thierry Correia,pt POR,DF,Valencia,es La Liga,26-302,1999,13,11,918,10.2,0,1,1,0,0,0,3,0,0.3,0.3,0.7,1,14,41,65,0,0.1,0.1,0,0.1,0.03,0.07,0.1,0.03,0.1,Matches
483,Edoardo Corvi,it ITA,GK,Parma,it Serie A,24-288,2001,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,23-163,2002,13,2,342,3.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,10,12,35,0,0,0,0,0,0.08,0.03,0.11,0.08,0.11,Matches
485,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,32-176,1993,15,13,"1,229",13.7,1,0,1,1,0,0,3,0,0.6,0.6,0.6,1.3,11,64,13,0.07,0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09,Matches
486,Samu Costa,pt POR,MF,Mallorca,es La Liga,25-039,2000,15,12,"1,104",12.3,3,0,3,3,0,0,7,0,0.7,0.7,0.9,1.6,7,42,27,0.24,0,0.24,0.24,0.24,0.06,0.07,0.13,0.06,0.13,Matches
487,David Costas,es ESP,DF,Oviedo,es La Liga,30-285,1995,13,12,"1,070",11.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,4,29,1,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
488,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,26-277,1999,8,7,662,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
489,Vladimír Coufal,cz CZE,DF,Hoffenheim,de Bundesliga,33-136,1992,15,15,"1,335",14.8,1,4,5,1,0,0,1,0,0.3,0.3,2.9,3.2,25,64,50,0.07,0.27,0.34,0.07,0.34,0.02,0.2,0.22,0.02,0.22,Matches
490,Abdoul Coulibaly,de GER,DF,Werder Bremen,de Bundesliga,18-227,2007,14,13,"1,130",12.6,1,0,1,1,0,0,5,1,0.5,0.5,0.2,0.7,7,28,0,0.08,0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches
491,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,29-270,1996,14,14,"1,179",13.1,2,0,2,2,0,0,3,0,1.4,1.4,0.3,1.7,12,37,27,0.15,0,0.15,0.15,0.15,0.1,0.02,0.13,0.1,0.13,Matches
492,Lasso Coulibaly,ci CIV,"MF,DF",Auxerre,fr Ligue 1,23-078,2002,11,1,240,2.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,11,16,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,Matches
493,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,21-259,2004,12,10,732,8.1,2,1,3,2,0,0,4,1,0.7,0.7,1,1.7,13,44,26,0.25,0.12,0.37,0.25,0.37,0.09,0.12,0.21,0.09,0.21,Matches
494,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,22-083,2003,9,9,810,9,0,0,0,0,0,0,2,0,0.2,0.2,0,0.3,5,17,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
495,Woyo Coulibaly,ml MLI,DF,Sassuolo,it Serie A,26-230,1999,7,2,306,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,12,8,9,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1,Matches
496,Marius Courcoul,fr FRA,MF,Angers,fr Ligue 1,19-004,2007,13,2,250,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,13,4,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches
497,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,33-239,1992,19,19,"1,710",19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
498,Yan Couto,br BRA,"DF,MF",Dortmund,de Bundesliga,23-216,2002,10,8,668,7.4,1,2,3,1,0,0,4,0,0.6,0.6,2.7,3.2,28,20,70,0.13,0.27,0.4,0.13,0.4,0.08,0.36,0.44,0.08,0.44,Matches
499,Patrice Čović,hr CRO,"MF,FW",Werder Bremen,de Bundesliga,18-194,2007,9,2,223,2.5,0,0,0,0,0,0,1,0,0.7,0.7,0.5,1.2,7,10,16,0,0,0,0,0,0.28,0.19,0.47,0.28,0.47,Matches
500,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26-362,1999,13,10,926,10.3,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,17,25,17,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
501,Ben Cremaschi,us USA,"MF,FW",Parma,it Serie A,20-309,2005,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
502,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,23-141,2002,17,17,"1,530",17,3,1,4,3,0,0,4,0,2.1,2.1,0.6,2.7,7,42,6,0.18,0.06,0.24,0.18,0.24,0.13,0.03,0.16,0.13,0.16,Matches
503,Bryan Cristante,it ITA,MF,Roma,it Serie A,30-308,1995,18,18,"1,485",16.5,1,0,1,1,0,0,4,0,1,1,0.6,1.6,19,134,30,0.06,0,0.06,0.06,0.06,0.06,0.04,0.1,0.06,0.1,Matches
504,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,33-161,1992,12,7,580,6.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,14,4,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,Matches
505,Juan Cuadrado,co COL,"DF,MF",Pisa,it Serie A,37-224,1988,10,2,327,3.6,1,0,1,0,1,1,2,0,0.9,0.1,0.8,0.8,9,16,12,0.28,0,0.28,0,0,0.24,0.21,0.44,0.02,0.23,Matches
506,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-348,2007,15,15,"1,297",14.4,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,17,77,1,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches
507,Cucho,co COL,FW,Betis,es La Liga,26-260,1999,18,18,"1,566",17.4,8,3,11,7,1,1,2,0,6.9,6.2,3.5,9.7,28,46,106,0.46,0.17,0.63,0.4,0.57,0.4,0.2,0.6,0.35,0.56,Matches
508,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,27-167,1998,18,17,"1,504",16.7,0,2,2,0,0,0,3,0,0.6,0.6,1.7,2.3,26,75,48,0,0.12,0.12,0,0.12,0.03,0.1,0.14,0.03,0.14,Matches
509,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,26-049,1999,7,6,529,5.9,0,0,0,0,0,0,2,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
510,Montrell Culbreath,de GER,MF,Leverkusen,de Bundesliga,18-129,2007,1,0,14,0.2,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,1,0,1,6.43,0,6.43,6.43,6.43,3.83,0.54,4.37,3.83,4.37,Matches
511,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,29-273,1996,18,18,"1,514",16.8,2,2,4,2,0,0,2,0,0.9,0.9,2.1,3,7,68,11,0.12,0.12,0.24,0.12,0.24,0.05,0.12,0.18,0.05,0.18,Matches
512,Pablo Cuñat,es ESP,GK,Levante,es La Liga,23-252,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
513,Jair Cunha,br BRA,DF,Nott'ham Forest,eng Premier League,20-304,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
514,Matheus Cunha,br BRA,"MF,FW",Manchester Utd,eng Premier League,26-223,1999,17,15,"1,299",14.4,4,1,5,4,0,0,1,0,4.8,4.8,1.5,6.3,50,54,74,0.28,0.07,0.35,0.28,0.35,0.33,0.1,0.43,0.33,0.43,Matches
515,Patrick Cutrone,it ITA,FW,Parma,it Serie A,28-002,1998,13,10,814,9,1,0,1,1,0,0,0,0,2.4,2.4,0.6,3,9,7,48,0.11,0,0.11,0.11,0.11,0.27,0.06,0.33,0.27,0.33,Matches
516,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,24-210,2001,15,12,"1,145",12.7,1,0,1,0,1,1,1,0,1.9,1.2,1.1,2.3,15,53,22,0.08,0,0.08,0,0,0.15,0.09,0.24,0.09,0.18,Matches
517,Adam Daghim,dk DEN,FW,Wolfsburg,de Bundesliga,20-099,2005,9,5,549,6.1,2,0,2,2,0,0,0,0,0.7,0.7,0,0.8,25,18,50,0.33,0,0.33,0.33,0.33,0.12,0.01,0.13,0.12,0.13,Matches
518,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,27-284,1998,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
519,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,30-004,1996,7,5,384,4.3,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,4,20,3,0.23,0,0.23,0.23,0.23,0.15,0.01,0.16,0.15,0.16,Matches
520,David Daiber,pt POR,MF,Bayern Munich,de Bundesliga,18-360,2007,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,23-305,2002,7,3,357,4,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,5,14,3,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
522,Thijs Dallinga,nl NED,FW,Bologna,it Serie A,25-155,2000,14,6,531,5.9,1,2,3,1,0,0,1,0,1.5,1.5,0.3,1.9,6,19,42,0.17,0.34,0.51,0.17,0.51,0.26,0.06,0.32,0.26,0.32,Matches
523,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,26-293,1999,18,15,"1,317",14.6,1,2,3,1,0,0,2,0,1.2,1.2,2.2,3.5,27,49,88,0.07,0.14,0.21,0.07,0.21,0.09,0.15,0.24,0.09,0.24,Matches
524,Muhammed Damar,de GER,"FW,MF",Hoffenheim,de Bundesliga,21-271,2004,8,2,227,2.5,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,1,13,17,0,0,0,0,0,0.3,0.17,0.47,0.3,0.47,Matches
525,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,25-186,2000,17,13,"1,136",12.6,1,3,4,1,0,0,0,0,1,1,3.1,4.1,22,64,55,0.08,0.24,0.32,0.08,0.32,0.08,0.25,0.33,0.08,0.33,Matches
526,Arnaut Danjuma,nl NED,"FW,MF",Valencia,es La Liga,28-339,1997,17,13,"1,096",12.2,3,1,4,3,0,1,0,0,3.7,2.9,1.2,4.1,45,18,81,0.25,0.08,0.33,0.25,0.33,0.31,0.1,0.41,0.24,0.34,Matches
527,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,21-191,2004,16,15,"1,326",14.7,1,1,2,1,0,0,2,0,1.3,1.3,2.5,3.8,27,83,32,0.07,0.07,0.14,0.07,0.14,0.09,0.17,0.26,0.09,0.26,Matches
528,Kevin Danso,at AUT,DF,Tottenham,eng Premier League,27-108,1998,12,7,585,6.5,0,0,0,0,0,0,4,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Dante,br BRA,DF,Nice,fr Ligue 1,42-079,1983,2,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
530,Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,19-346,2006,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
531,Aiman Dardari,lu LUX,MF,Augsburg,de Bundesliga,20-290,2005,3,0,34,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,5,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
532,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,32-014,1993,18,15,"1,286",14.3,0,1,1,0,0,0,3,0,1.2,1.2,2.2,3.5,31,74,48,0,0.07,0.07,0,0.07,0.09,0.16,0.24,0.09,0.24,Matches
533,Karl Darlow,wls WAL,GK,Leeds United,eng Premier League,35-089,1990,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
534,Matteo Darmian,it ITA,DF,Inter,it Serie A,36-034,1989,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
535,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-362,2001,6,1,138,1.5,2,0,2,2,0,0,1,0,0.8,0.8,0.3,1.1,1,5,3,1.3,0,1.3,1.3,1.3,0.51,0.21,0.72,0.51,0.72,Matches
536,Jonathan David,ca CAN,FW,Juventus,it Serie A,25-356,2000,17,7,740,8.2,1,2,3,1,0,1,0,0,2.4,1.7,2.1,3.8,16,20,74,0.12,0.24,0.36,0.12,0.36,0.29,0.25,0.54,0.21,0.46,Matches
537,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,25-064,2000,2,0,48,0.5,0,0,0,0,0,0,1,0,0,0,0,0,5,2,9,0,0,0,0,0,0,0,0,0,0,Matches
538,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,32-256,1993,2,1,119,1.3,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.5,2,3,0,0.76,0,0.76,0.76,0.76,0.37,0.04,0.41,0.37,0.41,Matches
539,Davinchi,es ESP,DF,Getafe,es La Liga,18-081,2007,7,4,429,4.8,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,3,11,12,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
540,Keinan Davis,eng ENG,FW,Udinese,it Serie A,27-326,1998,17,15,"1,085",12.1,5,2,7,3,2,2,3,0,5,3.4,1.5,4.9,18,12,58,0.41,0.17,0.58,0.25,0.41,0.41,0.12,0.54,0.28,0.41,Matches
541,Kevin De Bruyne,be BEL,MF,Napoli,it Serie A,34-191,1991,8,7,566,6.3,4,0,4,1,3,3,1,0,3.3,0.9,1.5,2.4,17,43,33,0.64,0,0.64,0.16,0.16,0.52,0.23,0.75,0.15,0.38,Matches
542,Mathys De Carvalho,fr FRA,MF,Lyon,fr Ligue 1,20-249,2005,9,3,271,3,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,19,3,0,0,0,0,0,0.14,0.02,0.16,0.14,0.16,Matches
543,Maxim De Cuyper,be BEL,"DF,FW",Brighton,eng Premier League,25-014,2000,17,11,890,9.9,2,0,2,2,0,0,1,0,1.5,1.5,1.6,3.1,16,45,55,0.2,0,0.2,0.2,0.2,0.15,0.16,0.32,0.15,0.32,Matches
544,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,24-301,2001,16,13,"1,158",12.9,2,1,3,2,0,0,2,0,2.4,2.4,3.6,6,75,102,125,0.16,0.08,0.23,0.16,0.23,0.18,0.28,0.46,0.18,0.46,Matches
545,Jeffrey De Lange,nl NED,GK,Marseille,fr Ligue 1,27-279,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
546,Manuel De Luca,it ITA,FW,Cremonese,it Serie A,27-172,1998,2,0,16,0.2,1,0,1,0,1,1,0,0,1.1,0.3,0,0.3,1,0,1,5.63,0,5.63,0,0,6.3,0,6.3,1.57,1.57,Matches
547,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,24-337,2001,3,2,226,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
548,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,37-227,1988,7,3,272,3,0,0,0,0,0,0,2,0,0,0,0.1,0.1,2,11,3,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
549,Thibault De Smet,be BEL,DF,Paris FC,fr Ligue 1,27-214,1998,14,11,944,10.5,0,1,1,0,0,0,4,1,0.2,0.2,0.3,0.5,16,37,32,0,0.1,0.1,0,0.1,0.02,0.03,0.05,0.02,0.05,Matches
550,Koni De Winter,be BEL,DF,Milan,it Serie A,23-207,2002,10,5,557,6.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,10,23,11,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
551,Alessandro Deiola,it ITA,"MF,DF",Cagliari,it Serie A,30-157,1995,12,11,958,10.6,0,2,2,0,0,0,3,0,0.3,0.3,0.4,0.8,4,20,11,0,0.19,0.19,0,0.19,0.03,0.04,0.07,0.03,0.07,Matches
552,Romain Del Castillo,fr FRA,"FW,MF",Brest,fr Ligue 1,29-282,1996,16,16,"1,351",15,6,2,8,1,5,7,1,0,6.1,0.6,4.9,5.4,33,46,108,0.4,0.13,0.53,0.07,0.2,0.41,0.32,0.73,0.04,0.36,Matches
553,Enrico Del Prato,it ITA,DF,Parma,it Serie A,26-056,1999,16,16,"1,382",15.4,1,0,1,1,0,0,3,0,1.7,1.7,0.1,1.7,8,38,17,0.07,0,0.07,0.07,0.07,0.11,0.01,0.11,0.11,0.11,Matches
554,Thomas Delaine,fr FRA,"DF,FW",Le Havre,fr Ligue 1,33-287,1992,5,2,201,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,11,11,12,0,0,0,0,0,0.03,0.12,0.15,0.03,0.15,Matches
555,Liam Delap,eng ENG,FW,Chelsea,eng Premier League,22-331,2003,11,7,485,5.4,0,0,0,0,0,0,2,0,1.4,1.4,0,1.4,11,7,36,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
556,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,it Serie A,24-333,2001,7,4,274,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,6,12,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
557,Ali Dembélé,fr FRA,DF,Torino,it Serie A,22-000,2004,2,0,21,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
